ShiftID,EmployeeID,ShiftDate,StartTime,EndTime,DepartmentID,ShiftType,HoursWorked,OvertimeHours,Status
52,8,2020-01-01,22:00,06:00,8,Night,8.0,0,Completed
53,32,2020-01-01,22:00,06:00,8,Night,12.0,4,Completed
54,96,2020-01-01,22:00,06:00,8,Night,8.0,0,Completed
55,33,2020-01-02,06:00,14:00,1,Morning,8.0,0,Completed
56,49,2020-01-02,06:00,14:00,1,Morning,8.0,0,Completed
57,81,2020-01-02,14:00,22:00,1,Evening,12.0,4,Completed
58,25,2020-01-02,14:00,22:00,1,Evening,9.0,1,Missed
59,89,2020-01-02,22:00,06:00,1,Night,7.0,0,Completed
60,49,2020-01-02,22:00,06:00,1,Night,6.0,0,Completed
61,26,2020-01-02,06:00,14:00,2,Morning,8.0,0,Completed
62,34,2020-01-02,06:00,14:00,2,Morning,8.0,0,Completed
63,98,2020-01-02,06:00,14:00,2,Morning,11.0,3,Completed
64,58,2020-01-02,06:00,14:00,2,Morning,10.0,2,Completed
65,42,2020-01-02,14:00,22:00,2,Evening,9.0,1,Completed
66,34,2020-01-02,14:00,22:00,2,Evening,9.0,1,Completed
67,10,2020-01-02,14:00,22:00,2,Evening,7.0,0,Completed
68,82,2020-01-02,14:00,22:00,2,Evening,9.0,1,Completed
69,18,2020-01-02,22:00,06:00,2,Night,8.0,0,Completed
70,82,2020-01-02,22:00,06:00,2,Night,8.0,0,Completed
71,50,2020-01-02,22:00,06:00,2,Night,12.0,4,Scheduled
72,58,2020-01-02,22:00,06:00,2,Night,11.0,3,Completed
73,91,2020-01-02,06:00,14:00,3,Morning,8.0,0,Completed
74,75,2020-01-02,06:00,14:00,3,Morning,11.0,3,Completed
75,35,2020-01-02,06:00,14:00,3,Morning,8.0,0,Missed
76,43,2020-01-02,14:00,22:00,3,Evening,8.0,0,Completed
77,67,2020-01-02,14:00,22:00,3,Evening,8.0,0,Completed
78,19,2020-01-02,14:00,22:00,3,Evening,8.0,0,Completed
79,3,2020-01-02,22:00,06:00,3,Night,11.0,3,Completed
80,19,2020-01-02,22:00,06:00,3,Night,8.0,0,Completed
81,27,2020-01-02,22:00,06:00,3,Night,8.0,0,Completed
82,84,2020-01-02,06:00,14:00,4,Morning,8.0,0,Completed
83,100,2020-01-02,14:00,22:00,4,Evening,6.0,0,Completed
84,68,2020-01-02,22:00,06:00,4,Night,12.0,4,Completed
85,37,2020-01-02,06:00,14:00,5,Morning,8.0,0,Completed
86,21,2020-01-02,06:00,14:00,5,Morning,8.0,0,Completed
87,37,2020-01-02,14:00,22:00,5,Evening,8.0,0,Completed
88,77,2020-01-02,14:00,22:00,5,Evening,8.0,0,Completed
89,53,2020-01-02,22:00,06:00,5,Night,8.0,0,Completed
90,5,2020-01-02,22:00,06:00,5,Night,11.0,3,Completed
91,94,2020-01-02,06:00,14:00,6,Morning,8.0,0,Scheduled
92,86,2020-01-02,06:00,14:00,6,Morning,8.0,0,Completed
93,70,2020-01-02,14:00,22:00,6,Evening,8.0,0,Completed
94,46,2020-01-02,14:00,22:00,6,Evening,8.0,0,Completed
95,6,2020-01-02,22:00,06:00,6,Night,10.0,2,Completed
96,38,2020-01-02,22:00,06:00,6,Night,8.0,0,Completed
97,7,2020-01-02,06:00,14:00,7,Morning,9.0,4,Missed
98,31,2020-01-02,14:00,22:00,7,Evening,11.0,3,Completed
99,23,2020-01-02,22:00,06:00,7,Night,8.0,0,Completed
100,16,2020-01-02,06:00,14:00,8,Morning,8.0,0,Completed
101,64,2020-01-02,06:00,14:00,8,Morning,8.0,0,Completed
102,40,2020-01-02,06:00,14:00,8,Morning,8.0,0,Completed
103,80,2020-01-02,14:00,22:00,8,Evening,8.0,0,Missed
104,40,2020-01-02,14:00,22:00,8,Evening,8.0,0,Completed
105,32,2020-01-02,14:00,22:00,8,Evening,8.0,0,Completed
106,32,2020-01-02,22:00,06:00,8,Night,8.0,0,Missed
107,56,2020-01-02,22:00,06:00,8,Night,8.0,0,Completed
108,16,2020-01-02,22:00,06:00,8,Night,8.0,0,Completed
109,41,2020-01-03,06:00,14:00,1,Morning,8.0,0,Completed
110,89,2020-01-03,06:00,14:00,1,Morning,8.0,0,Completed
111,89,2020-01-03,14:00,22:00,1,Evening,8.0,0,Completed
112,9,2020-01-03,14:00,22:00,1,Evening,8.0,0,Completed
113,9,2020-01-03,22:00,06:00,1,Night,8.0,0,Missed
114,65,2020-01-03,22:00,06:00,1,Night,7.0,0,Completed
115,26,2020-01-03,06:00,14:00,2,Morning,8.0,0,Completed
116,50,2020-01-03,06:00,14:00,2,Morning,8.0,0,Completed
117,82,2020-01-03,06:00,14:00,2,Morning,5.0,0,Missed
118,18,2020-01-03,06:00,14:00,2,Morning,8.0,0,Completed
119,66,2020-01-03,14:00,22:00,2,Evening,9.0,1,Completed
120,50,2020-01-03,14:00,22:00,2,Evening,8.0,0,Scheduled
121,26,2020-01-03,14:00,22:00,2,Evening,8.0,0,Completed
122,98,2020-01-03,14:00,22:00,2,Evening,8.0,0,Completed
123,74,2020-01-03,22:00,06:00,2,Night,8.0,0,Completed
124,42,2020-01-03,22:00,06:00,2,Night,8.0,0,Completed
125,18,2020-01-03,22:00,06:00,2,Night,8.0,0,Completed
126,66,2020-01-03,22:00,06:00,2,Night,8.0,0,Completed
127,83,2020-01-03,06:00,14:00,3,Morning,8.0,0,Completed
128,59,2020-01-03,06:00,14:00,3,Morning,8.0,0,Completed
129,27,2020-01-03,06:00,14:00,3,Morning,6.0,0,Completed
130,3,2020-01-03,14:00,22:00,3,Evening,12.0,4,Completed
131,19,2020-01-03,14:00,22:00,3,Evening,8.0,0,Completed
132,51,2020-01-03,14:00,22:00,3,Evening,8.0,0,Missed
133,75,2020-01-03,22:00,06:00,3,Night,8.0,0,Completed
134,83,2020-01-03,22:00,06:00,3,Night,6.0,0,Completed
135,51,2020-01-03,22:00,06:00,3,Night,9.0,1,Completed
136,76,2020-01-03,06:00,14:00,4,Morning,6.0,0,Completed
137,84,2020-01-03,14:00,22:00,4,Evening,8.0,0,Completed
138,76,2020-01-03,22:00,06:00,4,Night,8.0,0,Completed
139,29,2020-01-03,06:00,14:00,5,Morning,8.0,0,Missed
140,13,2020-01-03,06:00,14:00,5,Morning,8.0,0,Completed
141,37,2020-01-03,14:00,22:00,5,Evening,8.0,0,Completed
142,69,2020-01-03,14:00,22:00,5,Evening,8.0,0,Missed
143,45,2020-01-03,22:00,06:00,5,Night,8.0,0,Completed
144,77,2020-01-03,22:00,06:00,5,Night,8.0,1,Completed
145,22,2020-01-03,06:00,14:00,6,Morning,8.0,0,Completed
146,6,2020-01-03,06:00,14:00,6,Morning,8.0,0,Completed
147,38,2020-01-03,14:00,22:00,6,Evening,8.0,0,Completed
148,46,2020-01-03,14:00,22:00,6,Evening,8.0,0,Completed
149,30,2020-01-03,22:00,06:00,6,Night,11.0,3,Missed
150,94,2020-01-03,22:00,06:00,6,Night,8.0,0,Completed
151,47,2020-01-03,06:00,14:00,7,Morning,11.0,3,Completed
152,31,2020-01-03,14:00,22:00,7,Evening,5.0,0,Completed
153,7,2020-01-03,22:00,06:00,7,Night,8.0,0,Missed
154,40,2020-01-03,06:00,14:00,8,Morning,8.0,0,Completed
155,16,2020-01-03,06:00,14:00,8,Morning,8.0,0,Missed
156,64,2020-01-03,06:00,14:00,8,Morning,12.0,4,Completed
157,96,2020-01-03,14:00,22:00,8,Evening,8.0,0,Missed
158,64,2020-01-03,14:00,22:00,8,Evening,11.0,3,Completed
159,48,2020-01-03,14:00,22:00,8,Evening,8.0,0,Scheduled
160,64,2020-01-03,22:00,06:00,8,Night,8.0,0,Completed
161,24,2020-01-03,22:00,06:00,8,Night,10.0,2,Missed
162,32,2020-01-03,22:00,06:00,8,Night,9.0,1,Completed
163,1,2020-01-04,06:00,14:00,1,Morning,8.0,0,Completed
164,33,2020-01-04,06:00,14:00,1,Morning,8.0,0,Missed
165,81,2020-01-04,14:00,22:00,1,Evening,8.0,0,Completed
166,89,2020-01-04,14:00,22:00,1,Evening,8.0,0,Completed
167,33,2020-01-04,22:00,06:00,1,Night,8.0,0,Missed
168,73,2020-01-04,22:00,06:00,1,Night,12.0,4,Missed
169,58,2020-01-04,06:00,14:00,2,Morning,8.0,0,Completed
170,66,2020-01-04,06:00,14:00,2,Morning,8.0,0,Completed
171,82,2020-01-04,06:00,14:00,2,Morning,8.0,0,Completed
172,90,2020-01-04,06:00,14:00,2,Morning,7.0,0,Completed
173,82,2020-01-04,14:00,22:00,2,Evening,8.0,0,Completed
174,50,2020-01-04,14:00,22:00,2,Evening,8.0,0,Completed
175,58,2020-01-04,14:00,22:00,2,Evening,8.0,0,Completed
176,18,2020-01-04,14:00,22:00,2,Evening,7.0,0,Completed
177,26,2020-01-04,22:00,06:00,2,Night,8.0,0,Completed
178,10,2020-01-04,22:00,06:00,2,Night,11.0,3,Missed
179,50,2020-01-04,22:00,06:00,2,Night,6.0,0,Completed
180,34,2020-01-04,22:00,06:00,2,Night,10.0,2,Completed
181,67,2020-01-04,06:00,14:00,3,Morning,8.0,0,Missed
182,59,2020-01-04,06:00,14:00,3,Morning,8.0,0,Completed
183,43,2020-01-04,06:00,14:00,3,Morning,10.0,2,Missed
184,19,2020-01-04,14:00,22:00,3,Evening,8.0,0,Completed
185,59,2020-01-04,14:00,22:00,3,Evening,8.0,0,Missed
186,27,2020-01-04,14:00,22:00,3,Evening,8.0,0,Completed
187,3,2020-01-04,22:00,06:00,3,Night,8.0,0,Completed
188,67,2020-01-04,22:00,06:00,3,Night,8.0,0,Completed
189,43,2020-01-04,22:00,06:00,3,Night,8.0,0,Completed
190,52,2020-01-04,06:00,14:00,4,Morning,9.0,1,Completed
191,60,2020-01-04,14:00,22:00,4,Evening,8.0,0,Completed
192,4,2020-01-04,22:00,06:00,4,Night,8.0,0,Completed
193,37,2020-01-04,06:00,14:00,5,Morning,8.0,0,Scheduled
194,13,2020-01-04,06:00,14:00,5,Morning,8.0,0,Completed
195,69,2020-01-04,14:00,22:00,5,Evening,8.0,0,Completed
196,45,2020-01-04,14:00,22:00,5,Evening,8.0,0,Missed
197,93,2020-01-04,22:00,06:00,5,Night,6.0,0,Scheduled
198,61,2020-01-04,22:00,06:00,5,Night,6.0,0,Missed
199,14,2020-01-04,06:00,14:00,6,Morning,8.0,0,Completed
200,38,2020-01-04,06:00,14:00,6,Morning,8.0,0,Completed
201,14,2020-01-04,14:00,22:00,6,Evening,8.0,0,Missed
202,86,2020-01-04,14:00,22:00,6,Evening,8.0,0,Completed
203,94,2020-01-04,22:00,06:00,6,Night,8.0,0,Completed
204,86,2020-01-04,22:00,06:00,6,Night,8.0,0,Completed
205,15,2020-01-04,06:00,14:00,7,Morning,8.0,0,Completed
206,39,2020-01-04,14:00,22:00,7,Evening,8.0,0,Completed
207,47,2020-01-04,22:00,06:00,7,Night,8.0,0,Completed
208,24,2020-01-04,06:00,14:00,8,Morning,8.0,0,Completed
209,40,2020-01-04,06:00,14:00,8,Morning,8.0,0,Completed
210,72,2020-01-04,06:00,14:00,8,Morning,9.0,1,Completed
211,72,2020-01-04,14:00,22:00,8,Evening,8.0,0,Completed
212,64,2020-01-04,14:00,22:00,8,Evening,8.0,0,Completed
213,24,2020-01-04,14:00,22:00,8,Evening,8.0,0,Completed
214,72,2020-01-04,22:00,06:00,8,Night,8.0,0,Completed
215,24,2020-01-04,22:00,06:00,8,Night,8.0,0,Missed
216,16,2020-01-04,22:00,06:00,8,Night,9.0,1,Completed
217,65,2020-01-05,06:00,14:00,1,Morning,8.0,0,Completed
218,33,2020-01-05,06:00,14:00,1,Morning,5.0,0,Completed
219,89,2020-01-05,14:00,22:00,1,Evening,8.0,0,Completed
220,57,2020-01-05,14:00,22:00,1,Evening,8.0,0,Scheduled
221,73,2020-01-05,22:00,06:00,1,Night,8.0,0,Scheduled
222,9,2020-01-05,22:00,06:00,1,Night,8.0,0,Completed
223,98,2020-01-05,06:00,14:00,2,Morning,8.0,0,Completed
224,82,2020-01-05,06:00,14:00,2,Morning,8.0,0,Completed
225,58,2020-01-05,06:00,14:00,2,Morning,8.0,0,Completed
226,50,2020-01-05,06:00,14:00,2,Morning,8.0,0,Completed
227,82,2020-01-05,14:00,22:00,2,Evening,8.0,0,Missed
228,18,2020-01-05,14:00,22:00,2,Evening,8.0,3,Completed
229,74,2020-01-05,14:00,22:00,2,Evening,8.0,0,Completed
230,50,2020-01-05,14:00,22:00,2,Evening,8.0,0,Completed
231,34,2020-01-05,22:00,06:00,2,Night,8.0,0,Completed
232,90,2020-01-05,22:00,06:00,2,Night,8.0,0,Completed
233,98,2020-01-05,22:00,06:00,2,Night,8.0,0,Completed
234,18,2020-01-05,22:00,06:00,2,Night,8.0,0,Completed
235,99,2020-01-05,06:00,14:00,3,Morning,12.0,4,Completed
236,83,2020-01-05,06:00,14:00,3,Morning,8.0,0,Completed
237,35,2020-01-05,06:00,14:00,3,Morning,10.0,2,Completed
238,27,2020-01-05,14:00,22:00,3,Evening,10.0,2,Scheduled
239,3,2020-01-05,14:00,22:00,3,Evening,8.0,0,Missed
240,99,2020-01-05,14:00,22:00,3,Evening,9.0,1,Completed
241,83,2020-01-05,22:00,06:00,3,Night,8.0,0,Completed
242,3,2020-01-05,22:00,06:00,3,Night,8.0,0,Completed
243,51,2020-01-05,22:00,06:00,3,Night,8.0,0,Completed
244,44,2020-01-05,06:00,14:00,4,Morning,10.0,2,Completed
245,36,2020-01-05,14:00,22:00,4,Evening,8.0,0,Completed
246,44,2020-01-05,22:00,06:00,4,Night,12.0,4,Missed
247,29,2020-01-05,06:00,14:00,5,Morning,8.0,0,Completed
248,85,2020-01-05,06:00,14:00,5,Morning,8.0,0,Completed
249,53,2020-01-05,14:00,22:00,5,Evening,8.0,0,Completed
250,77,2020-01-05,14:00,22:00,5,Evening,8.0,0,Completed
251,77,2020-01-05,22:00,06:00,5,Night,8.0,0,Completed
252,45,2020-01-05,22:00,06:00,5,Night,8.0,0,Completed
253,22,2020-01-05,06:00,14:00,6,Morning,8.0,0,Completed
254,46,2020-01-05,06:00,14:00,6,Morning,9.0,1,Missed
255,54,2020-01-05,14:00,22:00,6,Evening,8.0,0,Completed
256,22,2020-01-05,14:00,22:00,6,Evening,8.0,0,Missed
257,78,2020-01-05,22:00,06:00,6,Night,8.0,0,Missed
258,30,2020-01-05,22:00,06:00,6,Night,8.0,0,Missed
259,15,2020-01-05,06:00,14:00,7,Morning,8.0,0,Completed
260,63,2020-01-05,14:00,22:00,7,Evening,8.0,0,Missed
261,7,2020-01-05,22:00,06:00,7,Night,9.0,1,Missed
262,64,2020-01-05,06:00,14:00,8,Morning,8.0,0,Missed
263,16,2020-01-05,06:00,14:00,8,Morning,8.0,0,Completed
264,80,2020-01-05,06:00,14:00,8,Morning,9.0,1,Missed
265,64,2020-01-05,14:00,22:00,8,Evening,8.0,0,Missed
266,24,2020-01-05,14:00,22:00,8,Evening,7.0,0,Completed
267,16,2020-01-05,14:00,22:00,8,Evening,8.0,0,Completed
268,40,2020-01-05,22:00,06:00,8,Night,8.0,0,Completed
269,96,2020-01-05,22:00,06:00,8,Night,8.0,0,Completed
270,56,2020-01-05,22:00,06:00,8,Night,8.0,0,Completed
271,1,2020-01-06,06:00,14:00,1,Morning,8.0,0,Completed
272,65,2020-01-06,06:00,14:00,1,Morning,10.0,2,Completed
273,33,2020-01-06,14:00,22:00,1,Evening,8.0,0,Completed
274,1,2020-01-06,14:00,22:00,1,Evening,8.0,0,Completed
275,33,2020-01-06,22:00,06:00,1,Night,8.0,0,Completed
276,9,2020-01-06,22:00,06:00,1,Night,8.0,0,Completed
277,42,2020-01-06,06:00,14:00,2,Morning,8.0,0,Completed
278,2,2020-01-06,06:00,14:00,2,Morning,8.0,0,Missed
279,58,2020-01-06,06:00,14:00,2,Morning,8.0,0,Completed
280,34,2020-01-06,06:00,14:00,2,Morning,8.0,0,Completed
281,18,2020-01-06,14:00,22:00,2,Evening,8.0,0,Completed
282,34,2020-01-06,14:00,22:00,2,Evening,6.0,0,Completed
283,90,2020-01-06,14:00,22:00,2,Evening,8.0,0,Completed
284,2,2020-01-06,14:00,22:00,2,Evening,8.0,0,Completed
285,58,2020-01-06,22:00,06:00,2,Night,8.0,0,Completed
286,98,2020-01-06,22:00,06:00,2,Night,8.0,0,Completed
287,82,2020-01-06,22:00,06:00,2,Night,8.0,0,Completed
288,26,2020-01-06,22:00,06:00,2,Night,8.0,0,Completed
289,11,2020-01-06,06:00,14:00,3,Morning,8.0,0,Missed
290,19,2020-01-06,06:00,14:00,3,Morning,8.0,0,Completed
291,51,2020-01-06,06:00,14:00,3,Morning,8.0,0,Completed
292,59,2020-01-06,14:00,22:00,3,Evening,8.0,0,Completed
293,91,2020-01-06,14:00,22:00,3,Evening,6.0,0,Scheduled
294,3,2020-01-06,14:00,22:00,3,Evening,8.0,0,Completed
295,19,2020-01-06,22:00,06:00,3,Night,8.0,0,Completed
296,59,2020-01-06,22:00,06:00,3,Night,8.0,0,Missed
297,75,2020-01-06,22:00,06:00,3,Night,8.0,0,Completed
298,76,2020-01-06,06:00,14:00,4,Morning,10.0,2,Completed
299,4,2020-01-06,14:00,22:00,4,Evening,8.0,0,Completed
300,12,2020-01-06,22:00,06:00,4,Night,12.0,4,Completed
301,93,2020-01-06,06:00,14:00,5,Morning,8.0,0,Completed
302,45,2020-01-06,06:00,14:00,5,Morning,8.0,0,Completed
303,13,2020-01-06,14:00,22:00,5,Evening,8.0,0,Completed
304,53,2020-01-06,14:00,22:00,5,Evening,8.0,0,Missed
305,93,2020-01-06,22:00,06:00,5,Night,7.0,0,Completed
306,85,2020-01-06,22:00,06:00,5,Night,8.0,0,Completed
307,30,2020-01-06,06:00,14:00,6,Morning,8.0,0,Scheduled
308,54,2020-01-06,06:00,14:00,6,Morning,8.0,0,Completed
309,78,2020-01-06,14:00,22:00,6,Evening,8.0,0,Completed
310,14,2020-01-06,14:00,22:00,6,Evening,7.0,0,Completed
311,22,2020-01-06,22:00,06:00,6,Night,8.0,0,Completed
312,94,2020-01-06,22:00,06:00,6,Night,8.0,0,Completed
313,7,2020-01-06,06:00,14:00,7,Morning,8.0,0,Missed
314,63,2020-01-06,14:00,22:00,7,Evening,8.0,0,Completed
315,7,2020-01-06,22:00,06:00,7,Night,8.0,0,Completed
316,48,2020-01-06,06:00,14:00,8,Morning,9.0,1,Completed
317,32,2020-01-06,06:00,14:00,8,Morning,8.0,0,Completed
318,8,2020-01-06,06:00,14:00,8,Morning,8.0,0,Missed
319,64,2020-01-06,14:00,22:00,8,Evening,8.0,0,Completed
320,48,2020-01-06,14:00,22:00,8,Evening,8.0,0,Missed
321,40,2020-01-06,14:00,22:00,8,Evening,8.0,0,Completed
322,56,2020-01-06,22:00,06:00,8,Night,8.0,0,Scheduled
323,88,2020-01-06,22:00,06:00,8,Night,8.0,0,Completed
324,32,2020-01-06,22:00,06:00,8,Night,8.0,0,Completed
325,97,2020-01-07,06:00,14:00,1,Morning,8.0,0,Completed
326,9,2020-01-07,06:00,14:00,1,Morning,8.0,0,Completed
327,41,2020-01-07,14:00,22:00,1,Evening,8.0,0,Completed
328,9,2020-01-07,14:00,22:00,1,Evening,8.0,0,Completed
329,81,2020-01-07,22:00,06:00,1,Night,8.0,0,Completed
330,49,2020-01-07,22:00,06:00,1,Night,8.0,0,Completed
331,2,2020-01-07,06:00,14:00,2,Morning,8.0,0,Completed
332,82,2020-01-07,06:00,14:00,2,Morning,8.0,0,Completed
333,26,2020-01-07,06:00,14:00,2,Morning,5.0,0,Completed
334,90,2020-01-07,06:00,14:00,2,Morning,8.0,0,Completed
335,34,2020-01-07,14:00,22:00,2,Evening,8.0,0,Scheduled
336,42,2020-01-07,14:00,22:00,2,Evening,8.0,0,Completed
337,90,2020-01-07,14:00,22:00,2,Evening,7.0,0,Completed
338,58,2020-01-07,14:00,22:00,2,Evening,8.0,0,Completed
339,74,2020-01-07,22:00,06:00,2,Night,12.0,4,Completed
340,58,2020-01-07,22:00,06:00,2,Night,9.0,1,Completed
341,2,2020-01-07,22:00,06:00,2,Night,8.0,0,Missed
342,66,2020-01-07,22:00,06:00,2,Night,8.0,0,Completed
343,83,2020-01-07,06:00,14:00,3,Morning,11.0,3,Missed
344,43,2020-01-07,06:00,14:00,3,Morning,6.0,0,Completed
345,3,2020-01-07,06:00,14:00,3,Morning,8.0,0,Completed
346,3,2020-01-07,14:00,22:00,3,Evening,8.0,0,Missed
347,67,2020-01-07,14:00,22:00,3,Evening,8.0,0,Completed
348,59,2020-01-07,14:00,22:00,3,Evening,6.0,0,Completed
349,35,2020-01-07,22:00,06:00,3,Night,8.0,0,Completed
350,99,2020-01-07,22:00,06:00,3,Night,8.0,0,Missed
351,51,2020-01-07,22:00,06:00,3,Night,8.0,0,Completed
352,36,2020-01-07,06:00,14:00,4,Morning,8.0,0,Completed
353,84,2020-01-07,14:00,22:00,4,Evening,8.0,0,Completed
354,44,2020-01-07,22:00,06:00,4,Night,8.0,0,Completed
355,53,2020-01-07,06:00,14:00,5,Morning,8.0,0,Completed
356,21,2020-01-07,06:00,14:00,5,Morning,8.0,0,Completed
357,21,2020-01-07,14:00,22:00,5,Evening,8.0,0,Completed
358,45,2020-01-07,14:00,22:00,5,Evening,8.0,0,Scheduled
359,53,2020-01-07,22:00,06:00,5,Night,8.0,0,Completed
360,69,2020-01-07,22:00,06:00,5,Night,8.0,0,Completed
361,22,2020-01-07,06:00,14:00,6,Morning,8.0,0,Completed
362,30,2020-01-07,06:00,14:00,6,Morning,8.0,0,Completed
363,54,2020-01-07,14:00,22:00,6,Evening,9.0,1,Completed
364,14,2020-01-07,14:00,22:00,6,Evening,8.0,0,Completed
365,54,2020-01-07,22:00,06:00,6,Night,8.0,0,Completed
366,70,2020-01-07,22:00,06:00,6,Night,8.0,0,Completed
367,63,2020-01-07,06:00,14:00,7,Morning,8.0,0,Completed
368,39,2020-01-07,14:00,22:00,7,Evening,8.0,0,Missed
369,31,2020-01-07,22:00,06:00,7,Night,8.0,0,Completed
370,80,2020-01-07,06:00,14:00,8,Morning,8.0,0,Completed
371,48,2020-01-07,06:00,14:00,8,Morning,5.0,0,Completed
372,16,2020-01-07,06:00,14:00,8,Morning,10.0,2,Completed
373,16,2020-01-07,14:00,22:00,8,Evening,8.0,0,Completed
374,72,2020-01-07,14:00,22:00,8,Evening,8.0,0,Completed
375,32,2020-01-07,14:00,22:00,8,Evening,8.0,0,Completed
376,32,2020-01-07,22:00,06:00,8,Night,8.0,0,Completed
377,64,2020-01-07,22:00,06:00,8,Night,8.0,0,Completed
378,88,2020-01-07,22:00,06:00,8,Night,8.0,0,Missed
379,1,2020-01-08,06:00,14:00,1,Morning,6.0,0,Completed
380,9,2020-01-08,06:00,14:00,1,Morning,10.0,2,Completed
381,17,2020-01-08,14:00,22:00,1,Evening,10.0,2,Scheduled
382,25,2020-01-08,14:00,22:00,1,Evening,8.0,0,Completed
383,33,2020-01-08,22:00,06:00,1,Night,8.0,0,Completed
384,1,2020-01-08,22:00,06:00,1,Night,10.0,2,Completed
385,50,2020-01-08,06:00,14:00,2,Morning,8.0,0,Completed
386,58,2020-01-08,06:00,14:00,2,Morning,8.0,2,Completed
387,18,2020-01-08,06:00,14:00,2,Morning,8.0,0,Completed
388,2,2020-01-08,06:00,14:00,2,Morning,9.0,1,Completed
389,82,2020-01-08,14:00,22:00,2,Evening,8.0,0,Missed
390,90,2020-01-08,14:00,22:00,2,Evening,8.0,0,Missed
391,10,2020-01-08,14:00,22:00,2,Evening,8.0,0,Completed
392,58,2020-01-08,14:00,22:00,2,Evening,8.0,0,Missed
393,58,2020-01-08,22:00,06:00,2,Night,8.0,0,Completed
394,10,2020-01-08,22:00,06:00,2,Night,8.0,0,Missed
395,42,2020-01-08,22:00,06:00,2,Night,10.0,4,Completed
396,90,2020-01-08,22:00,06:00,2,Night,8.0,0,Scheduled
397,3,2020-01-08,06:00,14:00,3,Morning,8.0,0,Completed
398,99,2020-01-08,06:00,14:00,3,Morning,10.0,2,Completed
399,75,2020-01-08,06:00,14:00,3,Morning,8.0,0,Completed
